# h01 operator-probe directed vectors (issue #20)
# generated by tools/h01_compare.py from the FROZEN PYTHON MODEL
# golden: src/gf180_dx7/model/operator.py (contract gf180-dx7-integer-v1)
# ROM bytes: reference/tables/*.hex pinned by reference/tables/manifest.json
#   sinlog sha256 990c19e90732efe712a19ba4272f97c7c9d884ac0e4e19450a1067165d8aa8a8
#   sinexp sha256 e515a71ae736d92dcb3fd36973dea486c96d1521f1a0bab1f917be2c4ec07794
# L <phase hex8>            load phase register (while en=0)
# E <freq hex8> <env hex4>  one evaluation: out = mkiSin(phase, env); phase += freq
L 00000000
E 7627a130 12b9
E b2f684fb d037
E 32c88923 acfd
E f7b7e95c 3fff
E bbbe7690 8eb9
E 80000000 da9a
E d50c4068 4ea6
E f18fb01e 9696
E ab847336 4001
E 00ffffff 0d1d
E 00fff000 df2b
E ac5dfc50 8000
E 7fffffff b645
E 7cbac224 5228
E b343bbfc 4001
E 78b77ea4 55c3
E 6411eceb a844
E a424ff44 5fde
E 00ffffff c67c
E 80000000 0000
E fc20d218 35be
E 8392c25e 8170
E b3623c0a acd4
E 00fff000 ef2f
E c4b37f33 a130
E b4273bf4 af59
E 00fff000 7fff
E dc712e90 ffff
E 00fff000 e087
E fec53cd0 4000
E 7a86d541 47a7
E 01bc6ee4 e030
E efa3bab5 2cc9
E ffffffff 29d6
E 7b396658 d3e8
E 01802a2f 3fff
E 64160ca1 b048
E b5497faf 723c
E db2cc092 1a70
E 22a3f6f2 3423
E ffffffff c3d9
E 00ffffff c2e8
E 00001000 0001
E 1f8c8042 935a
E 5f5c081a 5540
E 41599234 1704
E 00000000 ceac
E d39703c6 b1c5
E 7fffffff 8000
E 4cf3de26 3fff
E 5aa4f3fc bc57
E a6ee9a62 8001
E 2c30b4f5 9482
E e0d2fd0c 5c28
E b9ec87eb 38d3
E 589ef3c1 32d1
E 6e2ca568 f4f9
E ffffffff f422
E e9af8c1a 1025
E 687fb6af 5922
E 164b4475 002b
E ee4027dc 517c
E 82434cec 0f09
E aba80823 5013
E 3bfa4e58 cb00
E 2d0cecd5 7285
E 22e724d3 c18c
E ffffffff ffff
E b2999dcc 609c
E 1787a4f3 4001
E 70d6e9ef 7fff
E c0ab80a8 36c4
E 7813f2a7 8001
E 00fff000 73fc
E 00ffffff 1c57
E 00ffffff 9c07
E 834f301f bee7
E 6ebea479 c982
E d1dae6df 2d52
E f0dc4a93 ed0a
E 14acf94a 8203
E 00000001 52bd
E a44fa781 66ac
E 6c56fee5 4001
E ffffffff ab9b
E 225e56a5 8001
E ffffffff 7552
E 2c5ccdcd fc9b
E 4723c109 7fff
E 5eee0434 ec3d
E 00000001 f85d
E 8db3d8c0 73bf
E 2ef4d837 ffff
E 00001000 bea8
E 00001000 da44
E 71b71266 8eda
E c06b22c8 c7f9
E 7fffffff 7b05
E a6ae030f 4dd0
E 08eb23de 4001
E 7fffffff 0d39
E ccf90ac0 8de9
E 980c1e32 2073
E 1301a83c 70b5
E b9079450 c568
E 3306550b 6237
E f8b9468f 7fff
E df6825eb f99e
E 00ffffff 33a5
E 00000000 278a
E b4e356ff bbc9
E b138c510 d2bf
E 35994e0e e457
E 2fb3e278 913b
E 2c909bdc fbe8
E a6e0fa0e de9e
E f19643c6 8000
E 00fff000 27a8
E ccead473 36cc
E 80000000 12c5
E 00fff000 5a07
E 5974a3d3 3fff
E f66415b3 8000
E 7b818b82 834e
E 6e5d5266 6337
E 03ab1d61 3432
E 323c941c 7f4c
E c0ad3c70 a674
E 76b951d3 4001
E ffffffff a328
E 2813e878 2e47
E 7fffffff 039f
E 04e299d5 c7d9
E 8b67c4db e760
E 401a4e7e 886b
E ffffffff a669
E 95f53fce 5ca6
E ffffffff 0fd4
E 7ab89c66 f3e9
E 57b3ea73 7fff
E 5d789b02 de63
E 5364e8ef 9763
E a8e726b6 9f47
E 00001000 8014
E a9757b36 732b
E 20062f32 6f64
E cf5c6e42 8000
E ffffffff a221
E 7c2e2cff 4aeb
E 00fff000 4f3b
E 80000000 8000
E bf7b8a9e 6568
E fff3068f a113
E adfa89a2 ffff
E 6b79bdc2 8001
E 22ca4cac 0139
E acce7e93 7fff
E a8590659 5fb6
E 3539f97f 4001
E ffffffff 8000
E e22da8d5 fd17
E 80000000 8000
E 00001000 dc19
E 523080c3 070c
E 041c3e6c a23c
E ca9703f6 0565
E ea28cd6b 3fff
E 8e90938b 24b5
E 422b3217 4c7a
E bafc7654 b110
E 00fff000 4c39
E 80000000 7fff
E 00001000 d5a8
E 2e59c2d3 4022
E 5e666013 edb9
E 80000000 ffff
E 1365091b 7b4a
E b5988b89 da8f
E 8a2c1f01 7fff
E fe712b71 b107
E 9f08ee5d 0888
E 0e7f2e3a 7fff
E 703b398f eb3f
E 80000000 8311
E b6abe039 7fff
E 9160d93b 265a
E 6fd502cd b582
E 00ffffff 3fff
E 80000000 b510
E 3fa4b445 2d9a
E 693f575d 6290
E 1071d62b 3fff
E c64e8375 9edf
E 880d750d 4e63
E dc39eb4b 7a3b
E b3a3327a 1408
E 92a88218 4001
E ffffffff 0de6
E 80000000 a30b
E 1d6b8bfb d60c
E 74c17a6a 6052
E f82a1ee2 e0c5
E 00ffffff 7f7b
E 92ea761e 8000
E d374559a 3fff
E a77c3407 73a5
E 80000000 a64a
E 56b5dd52 d06f
E ac37060d e0b8
E 00000001 02e0
E 6fbbecb7 8000
E 00fff000 e65e
E 7201d011 698d
E f27c86b6 4000
E 06eb0452 8000
E 3d9bc21e d53c
E c3ea368f e70d
E 123f1309 05dd
E 7fffffff 7fff
E e14f8f90 6a02
E 18c16ecb b7ac
E 3f5cca0f 0df6
E 00fff000 4643
E 00001000 52a8
E dfbd5d6d 06a0
E fa8ee72a 152a
E 288bab0e 4000
E 00000001 21a4
E 80000000 ab12
E a180c823 4103
E 80000000 b425
E 5b13d8bb 1a6c
E a50ece2f 0000
E 5481bde0 3fff
E 00000001 e59d
E 6040c2c4 869b
E cd18154e a436
E 00001000 3fff
E 7fffffff 8000
E 9a6ea19b b4f3
E 04df09ca be3e
E f9d89406 366f
E 7fffffff 6a48
E 41fe7705 8186
E 6a2c4f1b 28e7
E 4d95ae03 316f
E 5d0d9d4e 4001
E c7ea956b 5684
E 49c9eebe 2acd
E 00000000 235a
E ffffffff 62f2
E 02f1324a f764
E be63d8e3 1a14
E a111de18 be51
E 4a1ccacd 4001
E bc530157 7fff
E 00fff000 4001
E 594fbc10 c5cc
E 3938bf5f 7fff
E 48cacf7e 3171
E 00ffffff 8001
E d27a288c 0000
E bf83a47d 89b6
E 3a186f32 63a4
E e2b2bff0 a21a
E c659cb1e 3fff
E 025b4059 08ac
E 83e84fbb 29fa
E bcf3d634 d28c
E 028839d6 d1d0
E 41f4eb25 f619
E 6cf73e1b 0000
E 00ffffff 0884
E 00000001 0d6e
E eb8b59a4 48e9
E 11e25841 059d
E 0bda1ea1 a2ed
E 00ffffff 4501
E 00ffffff fc3b
E 00001000 e6d0
E 39f72e26 3516
E c38f38c4 4000
E 00000001 4000
E ffffffff 8001
E f319c047 44a0
E 9d81f955 3b4b
E 8e0959b2 6e85
E 37d3f909 2580
E e4b8a2f4 942a
E 80000000 735a
E 3926ca8e d8d0
E 87968878 2282
E bfc34316 0001
E 0fedb29e bfb6
E 838393b0 2414
E 8eee7991 a604
E 401fb6e6 dbc6
E 0f5ef69f 4001
E 09a2bc67 36f2
E f911e440 dca8
E 58a97422 7fff
E 00ffffff 3ce4
E 7fffffff 96dc
E 80000000 b4e9
E ca483881 0035
E a9d87a1b ffff
E ba2e582b 8001
E f6b04067 4f03
E 00ffffff 4000
E abc9419f 8000
E 00001000 e700
E 2f18a202 b928
E aad04834 0000
E ffffffff d540
E a1ff0483 4ff9
E a43b2cab 7dae
E 00fff000 a03d
E 80ca6fd7 65cc
E 8c181a75 3f6a
E 00000000 725a
E 65cc6388 61df
E 93dae98c 021d
E 00ffffff 44f1
E 25c50c95 8a01
E 00ffffff b16a
E ff37ad5c ae22
E 00000000 6147
E ffffffff 3fff
E 88607df0 8000
E 00000001 9d5e
E 8638e587 1fa9
E 1027ac1f 329f
E fd505d1d 635c
E 7fffffff 0ef4
E 4b9dad18 35fd
E 04860712 0599
E aa36ca2b a039
E 3b3a5602 4000
E 7fffffff 3578
E bb93a514 f590
E 78ed9cee 6fc7
E a3574e8d 997a
E dd2046f1 b430
E e2ea080b 71c8
E 5d0a95e9 0613
E 8c76408d 2824
E 00000001 f2ae
E 1287fdaf e30e
E 9d9ddb77 8748
E fce553bd 2eb2
E 00ffffff a97a
E 79544812 5bd3
E a38b15a6 331a
E 80000000 4000
E df047974 3ab4
E 00001000 7fff
E f76d9a21 6174
E f89e4525 a751
E 8bd03f03 d762
E e243aa7f 0001
E baa0ef5a 8001
E 7e44b875 e5cb
E ebf257fa 4037
E 1297482e 7fff
E cff6c2ad b09f
E 00000000 dc7c
E ffffffff e212
E bc309847 8dbd
E eb1aa640 c3f1
E 4e38daa0 1ec4
E 00fff000 cca3
E 28cbb65a 7927
E ee74d4a9 ad1e
E f223e6a4 7f4d
E 05220994 b876
E dbe285af 8ea8
E ec558f8c 956f
E 00fff000 9610
E a48363a7 bc0b
E 0cbabf8b f40c
E 00001000 9e78
E 00fff000 8000
E 00001000 4000
E ba915438 01b7
E 00000000 1c43
E aa2a2884 4df6
E 6decf2ce 8000
E 56b74166 15ba
E 5e2e56cc c9d1
E 35f500d9 59a4
E 739a85de 093f
E 26defb65 4000
E 869ce3c3 9de0
E 2df0ef67 8001
E ffffffff d0cc
E ffffffff d09b
E d495b0f3 01cb
E aa533a67 67a3
E e274deec 8001
E 5fcf873d 9611
E e2888b75 0f0a
E 00000001 7fff
E 7fffffff 5b23
E 4d1c0101 4a58
E 9aae0c9d 9047
E 00001000 be06
E 6f540c5b 8e2b
E d60a603f f059
E 7b56b7d9 811a
E 80000000 c9e0
E 2a14ca04 3fff
E 00ffffff 8000
E 7fffffff 7fff
E 25344e72 9b46
E 8ec2c14a 8a6d
E 7fffffff 4000
E f5542af2 ffff
E 514c101e f34e
E 8c24a99f 2578
E 00ffffff 043d
E e994d405 ce13
E 8761cc11 8032
E 00c836d0 6587
E 00001000 484e
E 00000001 6614
E 00ffffff 4561
E 00ffffff 70c0
E d621c096 0ae6
E 8e8624c4 bada
E e876f7dd 5af0
E 7fffffff 3c86
E 66c70a8f a480
E a76c10f5 375e
E e0ab0703 456f
E a8ce5f2c 578c
E 60096c92 0000
E ffffffff 08b4
E f9cc71a5 91d7
E 2f553689 0a18
E 4c09f5ab 7fff
E bb3d11b0 7fff
E 41c157eb cdda
E a89945c5 3410
E 00ffffff 6476
E b887193e 7fff
E 57c6f719 a828
E 00000000 294e
E 00000000 ecd1
E 2f03aee3 2f03
E 61efc573 b423
E e5e2c0df e0db
E 00000000 9c8b
E 00fff000 4001
E bef070f9 9859
E 00fff000 a61e
E dbeff80d 8001
E 00ffffff 4adb
E afe1024e 0001
E d9fed284 42de
E 44e696c9 8000
E eafb5b8a 3f27
E c7c4e65f 0e38
E b28d7a16 8000
E 15163c06 69f3
E e58e7cbc ee3b
E 1ed81025 992a
E 45f06c09 7f53
E 00ffffff 589b
E a781b2a0 8001
E 7fffffff 8001
E 248bfdea 279d
E ef08ac31 78fd
E 562efe7f 8736
